Darren Sproles\SproDa00,PHI,36,rb,21,0
Demaryius Thomas\ThomDe03,NYJ,32,WR,46,0
Logan Thomas\ThomLo00,DET,28,,47,0
Malik Turner\TurnMa00,SEA,23,,73,0
Javon Wims\WimsJa00,CHI,25,wr,64,0
Mo Alie-Cox\AlieMo00,IND,26,te,38,0
Antonio Brown\BrowAn04,NWE,31,,56,1
Deon Cain\CainDe00,IND,23,wr,52,0
Tra Carson\CarsTr01,GNB,27,,18,0
Michael Crabtree\CrabMi00,ARI,32,wr,22,0
Gus Edwards\EdwaGu00,BAL,24,,29,0
Melvin Gordon\GordMe00,LAC,26,rb,7,0
Ryan Grant\GranRy01,OAK,29,wr,14,0
Hunter Henry\HenrHu00,LAC,25,te,60,0
Taysom Hill\HillTa00,NOR,29,qb,30,1
Richie James\JameRi00,SFO,24,,68,1
Ty Johnson\JohnTy02,DET,,,7,0
Raheem Mostert\MostRa00,SFO,27,,68,1
JJ Nelson\NelsJJ00,OAK,27,wr,36,1
David Njoku\NjokDa00,CLE,23,te,37,1
Tony Pollard\PollTo00,DAL,22,,28,0
Ricky Seals-Jones\SealRi00,CLE,24,,96,1
Luke Stocker\StocLu00,ATL,31,TE,16,0
Robert Tonyan\TonyRo00,GNB,25,te,66,0
Danny Vitale\VitaDa00,GNB,26,fb,51,0
Duke Williams\WillDu01,BUF,26,wr,29,1
Maxx Williams\WillMa04,ARI,25,te,64,0
Tavon Austin\AustTa00,DAL,29,,26,0
Kalen Ballage\BallKa00,MIA,24,RB,29,0
Nick Bawden\BawdNi00,DET,23,,14,0
Cody Core\CoreCo00,NYG,25,,28,0
Patrick DiMarco\DiMaPa00,BUF,30,fb,12,0
Keelan Doss\DossKe00,OAK,23,wr,25,0
Devin Funchess\FuncDe00,IND,25,wr,32,0
Virgil Green\GreeVi00,LAC,31,TE,18,0
Derrius Guice\GuicDe00,WAS,22,rb,20,0
Demetrius Harris\HarrDe03,CLE,28,te,6,1
Justice Hill\HillJu00,BAL,22,,19,0
Dontrell Hilliard\HillDo00,CLE,24,,41,0
Jon Hilliman\HillJo03,NYG,24,rb,1,0
Chris Hogan\HogaCh00,CAR,32,,24,0
Allen Hurns\HurnAl01,MIA,28,wr,41,0
T.J. Jones\JoneT.00,NYG,27,,38,1
Lance Kendricks\KendLa00,LAC,31,te,50,0
Matt LaCosse\LaCoMa00,NWE,27,TE,55,0
J.D. McKissic\McKiJ.00,DET,26,rb,35,0
Donte Moncrief\MoncDo00,PIT,26,wr,7,0
Ty Montgomery\MontTy01,NYJ,26,,15,0
David Moore\MoorDa03,SEA,24,,48,1
Nick O'Leary\OLeaNi00,MIA,27,te,34,0
Cordarrelle Patterson\PattCo00,CHI,28,WR,12,0
Rashaad Penny\PennRa00,SEA,23,,34,0
Breshad Perriman\PerrBr02,TAM,26,,16,0
Adrian Peterson\PeteAd01,WAS,34,RB,4,0
Russell Shepard\ShepRu00,NYG,29,,25,0
Wendell Smallwood\SmalWe00,WAS,25,,23,0
Tommy Sweeney\SweeTo00,BUF,24,te,38,0
Mark Walton\WaltMa00,MIA,22,,23,0
Derek Watt\WattDe00,LAC,27,,32,0
Luke Willson\WillLu00,SEA,29,te,36,0
Ameer Abdullah\AbduAm00,MIN,26,,14,0
JJ Arcega-Whiteside\ArceJJ00,PHI,23,wr,14,0
Alex Armah\ArmaAl00,CAR,25,,6,0
Ryquell Armstead\ArmsRy00,JAX,23,,14,1
Chad Beebe\BeebCh00,MIN,25,,70,0
Blake Bell\BellBl00,KAN,28,TE,8,0
Josh Bellamy\BellJo02,NYJ,30,,20,0
Braxton Berrios\BerrBr00,NYJ,24,,29,0
Ben Braunecker\BrauBe00,CHI,25,,24,0
Tevin Coleman\ColeTe01,SFO,26,rb,33,0
Pharoh Cooper\CoopPh00,2TM,24,,33,0
Geremy Davis\DaviGe00,LAC,27,,25,0
Ross Dwelley\DwelRo00,SFO,24,,-3,0
Isaiah Ford\FordIs00,MIA,23,,9,0
Russell Gage\GageRu00,ATL,23,,25,0
Marvin Hall\HallMa02,DET,26,,47,0
Rashard Higgins\HiggRa00,CLE,25,wr,46,0
Tyreek Hill\HillTy00,KAN,25,wr,16,0
J.P. Holtz\HoltJ.01,2TM,26,,23,0
Darius Jennings\JennDa00,TEN,27,,17,0
Jake Kumerow\KumeJa00,GNB,27,wr,21,0
Marqise Lee\LeexMa00,JAX,28,wr,10,0
Gunner Olszewski\OlszGu00,NWE,23,,34,0
Andre Patton\PattAn00,LAC,25,,22,0
Elijhaa Penny\PennEl00,NYG,26,rb,9,0
Troymaine Pope\PopeTr00,LAC,26,,14,1
Josh Reynolds\ReynJo00,LAR,24,,34,0
Patrick Ricard\RicaPa00,BAL,25,fb,4,1
Drew Sample\SampDr00,CIN,23,,25,0
Trent Sherfield\SherTr00,ARI,23,,38,0
Lee Smith\SmitLe00,BUF,32,TE,16,1
Jordan Wilkins\WilkJo01,IND,25,,15,0
Albert Wilson\WilsAl02,MIA,27,,13,0
Bobo Wilson\WilsJe00,TAM,24,wr,25,0
Deon Yelder\YeldDe00,KAN,24,,43,0
Kenjon Barner\BarnKe00,ATL,29,,4,0
Andrew Beck\BeckAn01,DEN,23,fb,10,0
Malcolm Brown\BrowMa03,LAR,26,,10,0
Pharaoh Brown\BrowPh01,CLE,25,TE,18,0
DeAndre Carter\CartDe02,HOU,26,wr,-1,0
Keelan Cole\ColeKe00,JAX,26,,19,0
Sean Culkin\CulkSe00,LAC,26,te,12,0
Robert Davis\DaviRo00,WAS,24,wr,11,0
Quincy Enunwa\EnunQu00,NYJ,27,wr,-4,0
Troy Fumagalli\FumaTr00,DEN,24,te,7,0
Xavier Grimble\GrimXa00,PIT,27,te,3,0
Deonte Harris\HarrDe07,NOR,22,,-7,0
Dwayne Harris\HarrDw00,OAK,32,,7,0
Jakob Johnson\JohnJa12,NWE,25,FB,5,0
Zach Line\LineZa01,NOR,29,fb,3,0
Alexander Mattison\MattAl01,MIN,21,,8,0
Stanley Morgan\MorgSt02,CIN,23,,6,0
David Quessenberry\QuesDa00,TEN,29,,1,1
Andre Roberts\RobeAn00,BUF,31,,6,0
Anthony Sherman\SherAn00,KAN,31,,15,0
Durham Smythe\SmytDu00,MIA,24,TE,24,0
Diontae Spencer\SpenDi00,DEN,27,,8,0
De'Anthony Thomas\ThomDe05,KAN,26,,6,0
Darwin Thompson\ThomDa06,KAN,23,,3,0
Justin Watson\WatsJu01,TAM,24,,13,0
